FundingOrgName,LeadROName,ProjectReference,ProjectCategory,PISurname,PIFirstName,PIOtherNames,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,FundingOrgId,LeadROId,PIId,ProjectId,GTRProjectUrl
STFC,University of Bristol,ST/K005642/1,Research Grant,Teanby,Nicholas,Arran,"Microseismometer for InSight: Phase B, FY2012-13",01/10/2012,31/03/2013,10899,,D7F4F462-0518-4784-908A-D12633C139B3,FD94FDDE-5BBC-4E12-911F-0B70DBCFA743,CEB448AB-8561-4877-99AF-E799B501E88E,04D6290F-68B6-47AC-8D60-00796E01532E,http://gtr.rcuk.ac.uk:80/project/04D6290F-68B6-47AC-8D60-00796E01532E
STFC,Imperial College London,ST/I00078X/1,Research Grant,Bland,Philip,Alan,Operation of the UK Desert Fireball Network,01/05/2011,30/04/2012,130886,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,2E9510B5-C66A-4C87-9D82-5CD5C34F0724,6687CB42-CA17-4335-A472-032C7AE198C3,http://gtr.rcuk.ac.uk:80/project/6687CB42-CA17-4335-A472-032C7AE198C3
STFC,University of Oxford,ST/M001490/1,Research Grant,Harnew,Neville,,STFC Consolidated Grant Supplement (Travel and Consumables),01/10/2012,31/03/2014,28626,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,13A0475A-5269-4BE8-A0F2-E65D5A6AEADB,67A20B37-C5D0-49DA-81F4-01DBBA4D5BC9,http://gtr.rcuk.ac.uk:80/project/67A20B37-C5D0-49DA-81F4-01DBBA4D5BC9
STFC,University College London,PP/E006515/1,Fellowship,Fortes,Andrew Dominic,,EXPERIMENTAL AND COMPUTATIONAL STUDIES OF PLANETARY ICES AND THEIR ROLE IN THE THERMAL EVOLUTION OF ICY MOONS,01/10/2007,30/09/2012,419463,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,221AE16C-3B78-4C56-A09F-7A4FC3EA56FC,7D07AE0D-B866-4B9D-BC42-0106EC0D4824,http://gtr.rcuk.ac.uk:80/project/7D07AE0D-B866-4B9D-BC42-0106EC0D4824
STFC,University of Liverpool,ST/M004570/1,Research Grant,Welsch,Carsten,Peter,AWAKE-UK Bridging,01/10/2014,30/09/2015,43712,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,8FD47762-2767-465F-9B45-54A8CCB41913,0B226359-27E5-4F2E-B6E0-0A9C0801A17A,http://gtr.rcuk.ac.uk:80/project/0B226359-27E5-4F2E-B6E0-0A9C0801A17A
STFC,University of Bristol,ST/M007715/1,Research Grant,Elliott,Timothy,,Research into planetary formation at Bristol,01/04/2015,31/03/2018,737824,,D7F4F462-0518-4784-908A-D12633C139B3,FD94FDDE-5BBC-4E12-911F-0B70DBCFA743,E40511E1-50D3-4DE1-A669-980AA5B458CF,2F9CAA53-AADE-46C0-862F-09672E88DC96,http://gtr.rcuk.ac.uk:80/project/2F9CAA53-AADE-46C0-862F-09672E88DC96
STFC,Imperial College London,ST/J004812/1,Research Grant,Clements,David,,Continued support for the Herschel Mission,01/07/2012,31/07/2013,204820,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,7BFDE2BE-5409-4B3C-9B9F-AC6A3ABB69D8,31FCEC23-C87C-4D24-891B-0CE7E0B0D885,http://gtr.rcuk.ac.uk:80/project/31FCEC23-C87C-4D24-891B-0CE7E0B0D885
STFC,University of Edinburgh,ST/L005832/1,Research Grant,Woods,Philip J,,Edinburgh Nuclear Physics Group Consolidated Grant Proposal - Equipment,01/08/2014,31/03/2015,14550,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,EF16BC5E-635F-4830-AD19-56F2BAFB776D,0E8090A0-F25C-4D6D-B77E-0A387D2A8446,http://gtr.rcuk.ac.uk:80/project/0E8090A0-F25C-4D6D-B77E-0A387D2A8446
STFC,The University of Manchester,ST/L000040/1,Research Grant,Missous,Mohamed,,HIGH RESOLUTION 2D MAGNETIC VISION- B-Cam,01/11/2013,31/10/2016,364692,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,4937B690-5FCE-4F25-9CFE-22A3FC301478,0F64D9CF-B22A-43A7-9BDE-0CF0C884FEF9,http://gtr.rcuk.ac.uk:80/project/0F64D9CF-B22A-43A7-9BDE-0CF0C884FEF9
STFC,University of Cambridge,ST/J005673/1,Research Grant,Shellard,Edward,Paul,DiRAC SMP Facility: Revealing the Structure of the Universe,01/04/2012,31/12/2012,1799380,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,BA21117A-B90C-4487-A5B0-3DA7C679D492,DF353F9C-FE1A-4845-A25E-004F75E4E5A8,http://gtr.rcuk.ac.uk:80/project/DF353F9C-FE1A-4845-A25E-004F75E4E5A8
STFC,University of Edinburgh,ST/J001422/1,Research Grant,Peacock,John,Andrew,Astronomy and Astrophysics at Edinburgh,01/04/2012,31/03/2016,2998050,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,F3FD6212-B43D-432D-AECA-F656D483F9AC,C5A1A0E2-8FCB-4BDC-81B5-05D4FDEB7256,http://gtr.rcuk.ac.uk:80/project/C5A1A0E2-8FCB-4BDC-81B5-05D4FDEB7256
STFC,University of Glasgow,ST/J000442/1,Research Grant,Davies,Christine,,Phenomenology from Lattice QCD and Collider Physics,01/10/2011,30/09/2015,429824,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,F638D1DD-67DF-4F2A-B377-F98354FF2F69,13F8DFA6-93B2-419F-A566-0873BD307118,http://gtr.rcuk.ac.uk:80/project/13F8DFA6-93B2-419F-A566-0873BD307118
STFC,University of Edinburgh,ST/J00474X/1,Research Grant,Martin,Victoria,Jane,ATLAS UK Upgrade Proposal,01/08/2012,31/07/2013,113882,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,86D505BE-AE09-4567-9AC0-40E4112F2AF5,547CDC3D-1E6D-4F24-928B-07D2484AACAC,http://gtr.rcuk.ac.uk:80/project/547CDC3D-1E6D-4F24-928B-07D2484AACAC
STFC,University of Leeds,ST/G00790X/1,Fellowship,White,Richard,James,The Development of CTA for the Study of Extreme Extragalactic Particle Acceleration,01/10/2009,30/09/2010,233691,,D7F4F462-0518-4784-908A-D12633C139B3,65E7B3BB-0570-4F2A-9415-C7D336AA6477,8FC8A4F4-FAD5-4BFD-B2F2-AC3885693067,6C43D78A-AF44-4FC6-914F-0829CE44B257,http://gtr.rcuk.ac.uk:80/project/6C43D78A-AF44-4FC6-914F-0829CE44B257
STFC,University of Oxford,ST/J500471/1,Research Grant,Davies,Roger,L,Astronomy Connections:Strengthening Public and Schools Engagement around Hands-on Observing,01/09/2011,28/02/2013,7500,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,231F4ECF-BC25-4539-9665-2F30CC9754E5,7A1CCE4A-3062-42AE-911F-0A79F17E5FC1,http://gtr.rcuk.ac.uk:80/project/7A1CCE4A-3062-42AE-911F-0A79F17E5FC1
STFC,The University of Manchester,ST/J005622/1,Research Grant,Soldner-Rembold,Stefan,,GridPP networking infrastructure (DRI) - Manchester Grant,08/02/2012,31/03/2012,205000,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,A0B95F21-37DF-4B88-84CD-091248E3E24D,97C48415-5048-48F8-8FEE-0C9FAE4DE1F0,http://gtr.rcuk.ac.uk:80/project/97C48415-5048-48F8-8FEE-0C9FAE4DE1F0
STFC,University College London,ST/N001516/1,Research Grant,Saintonge,Amelie,,Star formation efficiencies and XCO in intermediate mass galaxies,30/03/2015,29/06/2015,512,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,BB7E6F5D-CD1B-4A7C-9C6C-1375946463F8,CDF2B764-FD9F-4F38-BFE6-093956C6F207,http://gtr.rcuk.ac.uk:80/project/CDF2B764-FD9F-4F38-BFE6-093956C6F207
STFC,Imperial College London,ST/H00419X/1,Research Grant,Lucek,Elizabeth,,Cluster FGM Operations and Calibration,01/10/2009,31/03/2010,88209,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,84B59869-7244-41C8-900C-ABDB2F94CB12,C11E5B6A-43C1-40F4-83A8-07C8FF032CBF,http://gtr.rcuk.ac.uk:80/project/C11E5B6A-43C1-40F4-83A8-07C8FF032CBF
STFC,University of Birmingham,ST/G502504/1,Research Grant,Watson,Nigel,Keith,WP3 - BDS Design,01/01/2009,31/03/2011,70185,,D7F4F462-0518-4784-908A-D12633C139B3,818CD6C9-61EE-41F2-9F37-0C7A8F43E25D,A0EC3BAC-255E-4356-A9F2-9B5948ED5FD7,DA3B1DD9-57E6-4516-A4E9-09216D509F5D,http://gtr.rcuk.ac.uk:80/project/DA3B1DD9-57E6-4516-A4E9-09216D509F5D
STFC,Imperial College London,ST/G004153/1,Research Grant,Carr,Christopher,Michael,Post-Launch Support for the Venus Express Magnetometer Instrument,01/01/2009,31/03/2011,34468,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,C1D2B991-2C57-4192-A740-82D4D3DDEAA4,D5EC771B-136B-4625-B5F6-0D16FE8D766D,http://gtr.rcuk.ac.uk:80/project/D5EC771B-136B-4625-B5F6-0D16FE8D766D
STFC,University of Cambridge,PP/E004075/1,Fellowship,Smith,Kendrick,Michael,Lens reconstruction and the cosmic microwave background,01/10/2007,31/08/2009,193409,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,0324BC87-D2E0-438D-ADA2-527580396FC1,FA928BD6-02BC-4091-890A-0911A6E34987,http://gtr.rcuk.ac.uk:80/project/FA928BD6-02BC-4091-890A-0911A6E34987
STFC,University of Cambridge,ST/F008600/1,Fellowship,Bastian,Nathan,John,The Star-Formation History of Galaxies Across a Hubble Time,01/03/2009,28/02/2010,368787,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,3DD202F7-479C-4010-9324-0F37877960E3,F563B3D6-24AB-454D-A27D-0B3DEBB424EF,http://gtr.rcuk.ac.uk:80/project/F563B3D6-24AB-454D-A27D-0B3DEBB424EF
STFC,Lancaster University,ST/H000984/1,Research Grant,Ratoff,Peter,N,T2K Long Baseline Neutrino Oscillations,01/10/2009,30/09/2010,66422,,D7F4F462-0518-4784-908A-D12633C139B3,44160F04-5CBF-4E8E-A6C6-C0EF61A5865C,F79C7B44-B1B5-4796-A622-E9CE8A2DF77E,07011329-43EC-46B6-84CD-134E17C860EF,http://gtr.rcuk.ac.uk:80/project/07011329-43EC-46B6-84CD-134E17C860EF
STFC,The University of Manchester,ST/L005786/1,Research Grant,Billowes,Jonathan,,Evolution of nuclei at extremes of isospin by laser spectroscopy,01/08/2014,31/03/2015,58664,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,0DE34BF8-B1A3-40F2-BECE-D44885CF0A50,333426AE-3474-44CE-8771-10C1837D34AC,http://gtr.rcuk.ac.uk:80/project/333426AE-3474-44CE-8771-10C1837D34AC
STFC,English-Speaking Union Scotland,ST/K006053/1,Research Grant,Ensom,Suzanne,Hamilton,Speak Up Scotland!,07/01/2013,06/05/2014,9860,,D7F4F462-0518-4784-908A-D12633C139B3,B2893C76-9BD6-4160-A2E1-1764D33E4426,B606DC15-2759-448A-9EBF-B65566464EC2,22FB65C9-F09F-4FF0-875A-136F82C0477A,http://gtr.rcuk.ac.uk:80/project/22FB65C9-F09F-4FF0-875A-136F82C0477A
STFC,Swansea University,ST/H005498/2,Fellowship,Tasinato,Gianmassimo,,String Cosmology: New Tools to connect String Theory with Cosmological Observations,01/11/2014,31/10/2015,110745,,D7F4F462-0518-4784-908A-D12633C139B3,AB307619-D4FA-427E-A042-09DBEBA84669,7040FE55-959E-42A0-A25D-72E723426E3C,36955788-AC11-4532-B474-12EA123A5DFF,http://gtr.rcuk.ac.uk:80/project/36955788-AC11-4532-B474-12EA123A5DFF
STFC,Imperial College London,ST/H003584/1,Research Grant,Sephton,Mark,Andrew,Life Marker Chip Sample Processing Post PCR#2 (Q3 2009 to Q3 2010),01/11/2009,31/01/2011,135985,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,D2355529-2B53-4A1F-94C0-8084E04CCD07,468E49E2-D0AE-40FC-988D-118876669418,http://gtr.rcuk.ac.uk:80/project/468E49E2-D0AE-40FC-988D-118876669418
STFC,University of Southampton,ST/J000396/1,Research Grant,Sachrajda,Christopher,,Exploring the Limits of the Standard Model and Beyond,01/10/2011,30/09/2014,1141830,,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,CF8B441E-06FC-4F52-AD99-C1CBE8EA1D26,89AAF84F-DE56-4D66-B420-0F2A6727AF0D,http://gtr.rcuk.ac.uk:80/project/89AAF84F-DE56-4D66-B420-0F2A6727AF0D
STFC,University of Cambridge,ST/K005715/1,Research Grant,Mason,Helen,Elizabeth,Sun|trek - Reaching Out,08/03/2013,07/03/2015,9200,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,8C9E74E4-57CD-4E66-8A06-C6832E827312,58B8C5C7-7230-465E-8254-12A4E6995207,http://gtr.rcuk.ac.uk:80/project/58B8C5C7-7230-465E-8254-12A4E6995207
STFC,University of Leicester,ST/H004491/1,Research Grant,Ambrosi,Richard,Malick,An X-ray spectrometer for Marco Polo,01/11/2009,31/03/2010,29995,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,F691B5DC-AA15-4578-9DFC-C0B944B10F4C,AD9C4DE1-B5EF-4BED-8948-10BE45463A7E,http://gtr.rcuk.ac.uk:80/project/AD9C4DE1-B5EF-4BED-8948-10BE45463A7E
STFC,Imperial College London,ST/M007642/1,Research Grant,Collins,Gareth,Stephen,Bridging funds for consolidated grant ST/J001260/1 (Solar System Origin &amp; Evolution at Imperial),01/08/2015,31/03/2016,83957,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,D11D73BD-AD47-4A9A-979A-DAB6CBAED9CE,AF91EEFF-72BD-4C46-9A75-0E132830F502,http://gtr.rcuk.ac.uk:80/project/AF91EEFF-72BD-4C46-9A75-0E132830F502
STFC,University of Cambridge,ST/K001833/1,Research Grant,Withington,Stafford,,"Additional techncal support for Ultra-Low0Noise Photometric, Spectroscopic and Interferometric Imaging Technology for Astrophysics.",01/04/2012,31/03/2015,127136,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,58FF39D6-AB9E-4F87-BC0E-B8FE2B316BDB,684139D8-04A7-4C5F-80A8-1264E08887FE,http://gtr.rcuk.ac.uk:80/project/684139D8-04A7-4C5F-80A8-1264E08887FE
STFC,The University of Manchester,ST/L002957/1,Research Grant,Burgess,Ray,,A Noble Gas Analytical Capability for UKCAN,01/10/2013,30/09/2014,72000,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,78FE1132-5153-44E5-90BA-36693C784817,159A9492-9AA8-4D88-89B2-0D5ED9B087F2,http://gtr.rcuk.ac.uk:80/project/159A9492-9AA8-4D88-89B2-0D5ED9B087F2
STFC,University College London,ST/L005018/1,Research Grant,Coates,Andrew,John,Advanced Visible-IR Hyperspectral Camera,01/10/2013,31/03/2016,361720,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,7BBA7EFB-6519-45EE-8FA2-FCF1519FF9E1,3C6A3FD8-23C7-4E07-B48E-1357D4F5E3F1,http://gtr.rcuk.ac.uk:80/project/3C6A3FD8-23C7-4E07-B48E-1357D4F5E3F1
STFC,University College London,ST/H004750/1,Research Grant,Howarth,Ian,Donald,PATT linked grant,01/04/2010,31/03/2012,13294,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,70D8A353-AEB2-48A1-8149-0F1C1A6E5B1E,CF9A1117-D522-4EF6-851A-10D5D0E0A1D3,http://gtr.rcuk.ac.uk:80/project/CF9A1117-D522-4EF6-851A-10D5D0E0A1D3
STFC,University of Cambridge,ST/I006099/1,Research Grant,Haniff,Christopher,Allim,Optical Interferometry Continuation of Cavendish Astrophysics Rolling Grant,01/04/2011,31/03/2012,101505,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,D8498A40-5D47-41EC-AC9D-F2572C36CC4A,5CE4A76C-BD0B-417B-8C41-0FFD67F354C8,http://gtr.rcuk.ac.uk:80/project/5CE4A76C-BD0B-417B-8C41-0FFD67F354C8
STFC,Open University,ST/M007979/1,Research Grant,Holland,Andrew,,JUICE Phases B2/C/D,01/04/2015,31/03/2020,1143700,,D7F4F462-0518-4784-908A-D12633C139B3,89E6D9CB-DAF8-40A2-A9EF-B330A5A7FC24,7FFE9D5F-5DF0-4882-B6F1-D53967EFA0CF,6CF6EF2D-F45C-4E0F-97CD-0DF15AB8AD6E,http://gtr.rcuk.ac.uk:80/project/6CF6EF2D-F45C-4E0F-97CD-0DF15AB8AD6E
STFC,University of Cambridge,ST/J00054X/1,Fellowship,Mason,Helen,Elizabeth,Our Dynamic Sun,01/10/2011,31/03/2012,11432,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,8C9E74E4-57CD-4E66-8A06-C6832E827312,F30A8635-3B17-4579-A937-12BF44D9AB03,http://gtr.rcuk.ac.uk:80/project/F30A8635-3B17-4579-A937-12BF44D9AB03
STFC,University of Sheffield,ST/G001758/1,Research Grant,Tadhunter,Clive,,Understanding the symbiosis between galaxy evolution and AGN activity,01/10/2009,31/03/2012,288257,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,F43395F1-B059-4096-AD84-7380D156EB92,CD07C53D-B705-46BB-BF40-199A0412957E,http://gtr.rcuk.ac.uk:80/project/CD07C53D-B705-46BB-BF40-199A0412957E
STFC,University of Liverpool,ST/I002731/1,Research Grant,Boston,Helen,Claire,"Nuclear structure and astrophysics using (d,p) with Na isotopes using the TIGRESS and SHARC arrays at TRIUMF",21/06/2010,20/09/2010,5702,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,2F6CA9ED-1F94-40F3-A34B-A4E17CCFD431,56855901-A3D5-4B6B-9DCD-13DCB34F30D0,http://gtr.rcuk.ac.uk:80/project/56855901-A3D5-4B6B-9DCD-13DCB34F30D0
STFC,University College London,ST/H000739/1,Research Grant,Coates,Andrew,John,MoonLITE Phase A Study Bridging Grant,01/06/2009,31/07/2009,24491,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,7BBA7EFB-6519-45EE-8FA2-FCF1519FF9E1,76706941-A4EF-4ACD-B780-16A51FD5E272,http://gtr.rcuk.ac.uk:80/project/76706941-A4EF-4ACD-B780-16A51FD5E272
STFC,University College London,ST/K00056X/1,Research Grant,Cropper,Mark,Scott,Gaia Data Flow System - GDFS - 2012-2015 - MSSL,01/07/2012,31/03/2015,873291,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,4CAF2535-5CD7-40A1-ABD4-8F7769B393B6,2B12D9B6-DFB7-4D26-BA4C-1F01D91B5524,http://gtr.rcuk.ac.uk:80/project/2B12D9B6-DFB7-4D26-BA4C-1F01D91B5524
STFC,Durham University,ST/H002154/1,Research Grant,Sharples,Ray,Martin,ASTRONOMICAL INSTRUMENTATION FOR GROUND- AND SPACE-BASED TELESCOPES 2010-2015,01/04/2010,31/03/2013,2582780,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,2A6DAF04-75EF-46C5-86D0-0301E5F92861,4EF1EF5B-A101-40E0-8921-126132A5BF19,http://gtr.rcuk.ac.uk:80/project/4EF1EF5B-A101-40E0-8921-126132A5BF19
STFC,University of Leicester,ST/G501866/1,Research Grant,Barstow,Martin,Adrian,Moon Landing - 40th Anniversary Exhibition,01/09/2008,28/02/2010,10000,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,88981C7B-3937-4AFF-BAC4-7A4511A29BCD,02849B63-57EB-45CA-B6D4-18D5760AA97C,http://gtr.rcuk.ac.uk:80/project/02849B63-57EB-45CA-B6D4-18D5760AA97C
STFC,Imperial College London,ST/K000551/1,Research Grant,Sephton,Mark,Andrew,Macromolecular materials in meteorites and asteroids,01/06/2012,31/05/2015,153620,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,D2355529-2B53-4A1F-94C0-8084E04CCD07,C9F78756-0816-44B8-968D-114889C29AF3,http://gtr.rcuk.ac.uk:80/project/C9F78756-0816-44B8-968D-114889C29AF3
STFC,The University of Manchester,ST/G006415/1,Fellowship,Flanagan,Kieran,Thomas,Laser spectroscopic determination of new forms of nuclear matter in the trans-lead nuclei.,01/10/2009,30/09/2014,440310,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,17B09A21-960A-4F75-9DC2-8239B30C0DF6,219C03C4-CD77-4E31-AAF7-1712E8CDD1CC,http://gtr.rcuk.ac.uk:80/project/219C03C4-CD77-4E31-AAF7-1712E8CDD1CC
STFC,"Queen Mary, University of London",ST/G003335/1,Research Grant,Di Lodovico,Francesca,,T2K construction - bridging funds,01/10/2008,30/09/2009,65735,,D7F4F462-0518-4784-908A-D12633C139B3,D5337A10-AC8A-402A-8164-C5F9CC6B0140,01695B03-3063-4D11-938F-9971DA803B71,03E294FA-2B59-4000-8139-16DECE1C5A51,http://gtr.rcuk.ac.uk:80/project/03E294FA-2B59-4000-8139-16DECE1C5A51
STFC,University of Cambridge,ST/L003392/1,Research Grant,Gibson,Valerie,,Cambridge High Energy Physics Capital Equipment Bid,01/10/2013,31/03/2014,6240,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,162AFC5C-A813-4862-9CAE-BF00A3CBE80A,F53C922D-1D09-4C88-920A-166EDE12AE49,http://gtr.rcuk.ac.uk:80/project/F53C922D-1D09-4C88-920A-166EDE12AE49
STFC,University of Oxford,ST/K000810/1,Research Grant,Davies,Roger,L,KMOS Extension,01/04/2011,31/03/2012,87085,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,231F4ECF-BC25-4539-9665-2F30CC9754E5,1D7C5314-90A3-4052-9DE6-1FE9C304E5F3,http://gtr.rcuk.ac.uk:80/project/1D7C5314-90A3-4052-9DE6-1FE9C304E5F3
STFC,University of Glasgow,ST/L005700/1,Research Grant,Ireland,David,,Nuclear Physics Equipment,01/08/2014,31/03/2015,35046,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,7336A2C7-CE07-4694-8768-D2BB0AD70FDF,32AF6256-4433-4CF7-8602-1C5817A5237A,http://gtr.rcuk.ac.uk:80/project/32AF6256-4433-4CF7-8602-1C5817A5237A
STFC,"Queen Mary, University of London",PP/E005721/1,Fellowship,Shaw,Douglas,,Combining precision observations of the recent Universe with laboratory and space-based experiments to test for and constrain 'new physics'.,01/10/2007,30/09/2010,226070,,D7F4F462-0518-4784-908A-D12633C139B3,D5337A10-AC8A-402A-8164-C5F9CC6B0140,9F263244-FA67-4162-9EAB-82FD548ABAF5,66837165-5151-4B2E-9ED8-1A8EE9FA1D87,http://gtr.rcuk.ac.uk:80/project/66837165-5151-4B2E-9ED8-1A8EE9FA1D87
STFC,The University of Manchester,PP/E006094/1,Fellowship,Schwanenberger,Christian,,Top Quark Physics and Search for Higgs Bosons at Hadron Colliders,01/10/2007,31/03/2009,453108,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,96A8BE5E-1381-41A9-A814-850AA31D5E2B,C037B9DA-05B5-451D-B504-1BEAC0ED3F25,http://gtr.rcuk.ac.uk:80/project/C037B9DA-05B5-451D-B504-1BEAC0ED3F25
STFC,Science Oxford,ST/I505380/1,Research Grant,McDonald,Dominic,,Frontiers,01/10/2010,31/07/2011,9984,,D7F4F462-0518-4784-908A-D12633C139B3,7B0FE910-0457-4017-BD1E-8F1BFD6FED07,A86DA3D2-40BD-4C68-9A0B-AC3C69B66AA9,58DE6BCF-C4A3-4393-8314-1DB501476271,http://gtr.rcuk.ac.uk:80/project/58DE6BCF-C4A3-4393-8314-1DB501476271
STFC,NERC British Geological Survey,ST/I00307X/1,Research Grant,Jordan,Colm,,HiSCI: A High Resolution Stereo Colour Imager for the 2016 Trace Gas Orbiter,01/02/2011,30/09/2014,18604,,D7F4F462-0518-4784-908A-D12633C139B3,7ADE0AB2-1050-4241-987D-F3B1C3322E05,7DDF36C1-B005-4566-B646-E8F5E935DE4F,0EFB3BB6-174F-463E-943F-23A2499F7ACD,http://gtr.rcuk.ac.uk:80/project/0EFB3BB6-174F-463E-943F-23A2499F7ACD
STFC,University of Cambridge,ST/L002221/1,Research Grant,Withington,Stafford,,CAMELS - The Cambridge Emission Line Surveyor for the Greenland Telescope,01/06/2014,31/05/2016,311686,,D7F4F462-0518-4784-908A-D12633C139B3,D1774113-D5D2-4B7C-A412-66A90FE4B96F,58FF39D6-AB9E-4F87-BC0E-B8FE2B316BDB,24BE0D1D-6F8E-496E-A65D-270AA46FC5E7,http://gtr.rcuk.ac.uk:80/project/24BE0D1D-6F8E-496E-A65D-270AA46FC5E7
STFC,University of Oxford,ST/L005123/1,Research Grant,Lewis,Ian,John,WEAVE: The next generation wide-field spectroscopy facility for the WHT - Interim Support,01/06/2013,31/03/2015,131965,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,3B530C7E-90C1-4712-8B80-4DA1EF8DE2C2,878996BD-9B47-4D8F-8F55-33BC9B484139,http://gtr.rcuk.ac.uk:80/project/878996BD-9B47-4D8F-8F55-33BC9B484139
STFC,Durham University,ST/J004650/1,Research Grant,Edge,Alastair,Clouston,PATT Linked Grant for the Durham Astrophysics Group 2012-14,09/05/2012,08/05/2014,44178,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,46A9D7AA-83FA-454F-898C-7655D20E566F,1B5857A6-6CD9-4D0B-AD05-32E13A864042,http://gtr.rcuk.ac.uk:80/project/1B5857A6-6CD9-4D0B-AD05-32E13A864042
