FundingOrgName,LeadROName,ProjectReference,ProjectCategory,PISurname,PIFirstName,PIOtherNames,Title,StartDate,EndDate,AwardPounds,ExpenditurePounds,FundingOrgId,LeadROId,PIId,ProjectId,GTRProjectUrl
STFC,University of Sheffield,PP/E006701/1,Research Grant,Paganis,Efstathios,Stathes,Research and Development on the Replacement ATLAS Tracker Required for a High Luminosity Upgrade to the LHC,01/02/2008,31/01/2011,187468,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,5FF0E685-B42C-4307-AFCE-09C72EE2B635,9D21A25A-1F6F-43F8-8383-D782806A5C87,http://gtr.rcuk.ac.uk:80/project/9D21A25A-1F6F-43F8-8383-D782806A5C87
STFC,University of Southampton,PP/D001013/1,Research Grant,McHardy,Ian,Michael,High Energy Astrophysics at Southampton,01/04/2006,31/03/2009,1513120,,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,2953A7FE-12C3-4BAC-9C8A-CB0BBE36A925,1DF1AB90-1401-4777-8117-D662A76CAB3D,http://gtr.rcuk.ac.uk:80/project/1DF1AB90-1401-4777-8117-D662A76CAB3D
STFC,Honeysuckle Direction,ST/H504670/1,Research Grant,Watkins,Christine,,How not to be afraid of the dark,01/09/2010,30/11/2010,2300,,D7F4F462-0518-4784-908A-D12633C139B3,DC712D7E-F78E-4E0A-8B3E-6414D2A1220D,AA168679-5882-407C-82A0-093E9955391E,3BD431CA-D5B1-45C2-8893-C91A88ABB754,http://gtr.rcuk.ac.uk:80/project/3BD431CA-D5B1-45C2-8893-C91A88ABB754
STFC,University of Edinburgh,ST/M002748/1,Research Grant,Needham,Matthew,David,UK Strategy for Long Baseline Neutrino Oscillation Experiments,01/10/2014,30/09/2017,73557,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,69773B60-2A5D-4918-A86D-1D64C58296F6,FF80D849-A5EC-4E18-99FC-D98653FFF5CD,http://gtr.rcuk.ac.uk:80/project/FF80D849-A5EC-4E18-99FC-D98653FFF5CD
STFC,University of Sheffield,ST/H000917/1,Research Grant,Spooner,Neil,,"University of Sheffield Particle Physics Rolling Grant - ATLAS, ATLAS upgrade; GridPP, T2K, JPARC future programme; EURECA and R&amp;D",01/10/2009,31/03/2011,952100,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,3D45DEB0-CE95-4920-8DE8-4113FA39E893,BE14ABAE-590B-4FB5-98AE-D58283444A8E,http://gtr.rcuk.ac.uk:80/project/BE14ABAE-590B-4FB5-98AE-D58283444A8E
STFC,Durham University,ST/K00042X/1,Research Grant,Frenks,Carlos,,Durham DiRAC-2 petascale facility,08/02/2012,07/02/2013,3700000,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,51399B80-6101-4DD2-BE2D-94625C75C707,05898C2C-C246-4FD5-8129-CBB32E68D14C,http://gtr.rcuk.ac.uk:80/project/05898C2C-C246-4FD5-8129-CBB32E68D14C
STFC,University of Oxford,ST/I006218/1,Research Grant,Tseng,Jeffrey,,ATLAS Tracker Upgrade Simulation,04/07/2011,03/01/2013,90766,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,65148D1A-4A24-4FDB-995F-70080B9EFA37,5ACBA55A-4B17-4EE6-94C5-C56C07CE92A3,http://gtr.rcuk.ac.uk:80/project/5ACBA55A-4B17-4EE6-94C5-C56C07CE92A3
STFC,University of Glasgow,ST/K000608/1,Research Grant,Doyle,Anthony,,PPGP (E) rolling grant supplement,01/02/2012,31/03/2012,16447,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,BAB95B5E-CAB4-42FF-9C6F-D1FF9910F5E2,8D69D904-39F9-42B0-B02F-C9F1C6378F17,http://gtr.rcuk.ac.uk:80/project/8D69D904-39F9-42B0-B02F-C9F1C6378F17
STFC,University College London,PP/E00427X/2,Fellowship,Smillie,Jennifer,May,Signatures Beyond the Standard Model,01/10/2009,30/09/2010,65791,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,30D64AC2-C734-4E05-A26E-86F9FFF1DF75,13788A6B-DF80-42B5-8560-9727E851B432,http://gtr.rcuk.ac.uk:80/project/13788A6B-DF80-42B5-8560-9727E851B432
STFC,The University of Manchester,ST/I002847/1,Research Grant,Garrington,Simon,Timothy,UK PrepSKA 2010-2012,01/04/2010,30/06/2012,1500400,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,3E7EDCA2-299B-4270-979F-3B9100611434,91BE0466-3457-454C-A6F1-98C9B1785633,http://gtr.rcuk.ac.uk:80/project/91BE0466-3457-454C-A6F1-98C9B1785633
STFC,University of Warwick,ST/F00205X/1,Research Grant,Chapman,S C,,Fundamental Plasma Physics of the Solar System: Warwick CFSA Rolling Grant Application,01/04/2008,31/03/2011,1229170,,D7F4F462-0518-4784-908A-D12633C139B3,B6FB652A-60C3-48DD-9A33-075D1F759B48,95DEBEBD-69C9-4315-A030-797904048572,4DB777B2-69E3-4AE4-BB93-85E68D77ECB6,http://gtr.rcuk.ac.uk:80/project/4DB777B2-69E3-4AE4-BB93-85E68D77ECB6
STFC,Brunel University,ST/J004782/1,Research Grant,Hobson,Peter,Robert,CMS Upgrade Project WP1 Continuation,01/07/2012,31/03/2013,30634,,D7F4F462-0518-4784-908A-D12633C139B3,BECA2763-0902-40AA-8DB2-836A5731CF58,2FBCDF15-08D5-4EF2-993F-79D160F7B6C9,4E3EA31E-DF2C-488B-8AF9-86391F920A5B,http://gtr.rcuk.ac.uk:80/project/4E3EA31E-DF2C-488B-8AF9-86391F920A5B
STFC,Imperial College London,ST/H00307X/1,Research Grant,Mohanty,Subhanjoy,,"Probing Formation from Stars to Planets: Accretion, Binarity and Disks in Young Brown Dwarfs",01/09/2010,31/03/2013,335284,,D7F4F462-0518-4784-908A-D12633C139B3,46387D84-F71E-4B7D-8C7D-9C288F113510,C6C8B17E-8085-4D2B-A947-F472ED0E62D3,4EBEC2A3-A2EA-4C9F-8E53-85AB3AB4ADDE,http://gtr.rcuk.ac.uk:80/project/4EBEC2A3-A2EA-4C9F-8E53-85AB3AB4ADDE
STFC,University of Oxford,ST/K00137X/1,Research Grant,Harnew,Neville,,Oxford Consolidated Grant Application 2012,01/10/2012,30/09/2016,8042090,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,13A0475A-5269-4BE8-A0F2-E65D5A6AEADB,3D70F43D-6678-4E59-B1BF-83C00FF2E2EA,http://gtr.rcuk.ac.uk:80/project/3D70F43D-6678-4E59-B1BF-83C00FF2E2EA
STFC,University College London,PP/E002609/1,Research Grant,Walker,David,Douglas,On-machine Metrology for Surface Fabrication,01/05/2007,31/08/2010,298259,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,0BFE2D77-19E1-45AD-81C9-ACBEF9868415,973ED35E-36CA-423C-B4C6-896B6671F065,http://gtr.rcuk.ac.uk:80/project/973ED35E-36CA-423C-B4C6-896B6671F065
STFC,National Eisteddfod of Wales,ST/J501360/1,Research Grant,Wheldon-Williams,Robyn,,CERN @ Eisteddfod - Particle Physics Exhibition,01/02/2012,30/11/2012,8500,,D7F4F462-0518-4784-908A-D12633C139B3,283B13E3-C296-4C2D-B7C3-6DD3E276045F,6E865703-B564-46C4-BE53-40B967D3D338,1A89CCDB-0107-428E-B9FD-9EC874260D8C,http://gtr.rcuk.ac.uk:80/project/1A89CCDB-0107-428E-B9FD-9EC874260D8C
STFC,University of Oxford,ST/L000199/1,Research Grant,Calcutt,Simon,,Microseismometer for InSight,01/04/2013,31/03/2016,743602,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,F6DB1CCB-4D9E-4414-B08D-7A09D8EA26A6,E662CAB4-C79A-4E2C-A7E4-DCAE1BB3413D,http://gtr.rcuk.ac.uk:80/project/E662CAB4-C79A-4E2C-A7E4-DCAE1BB3413D
STFC,University College London,ST/F001991/1,Research Grant,Lahav,Ofer,,Cosmology: from Galaxy Surveys to Dark Matter and Dark Energy,01/04/2008,31/03/2011,832952,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,6DD64232-0BC1-4453-868C-420F11A04A12,077314F8-3A95-4872-B674-EEA3C68A487C,http://gtr.rcuk.ac.uk:80/project/077314F8-3A95-4872-B674-EEA3C68A487C
STFC,University of Southampton,ST/I003606/1,Research Grant,Coe,Malcolm,John,Telescope travel for Southampton Astronomy,30/07/2011,29/09/2013,11304,,D7F4F462-0518-4784-908A-D12633C139B3,30A429E3-83B7-4E41-99C0-14A144F07DFE,38C3C443-A400-4B5C-B8B8-3C15FA8C266B,696C1325-FF5F-405A-A92E-CDA5E131E78D,http://gtr.rcuk.ac.uk:80/project/696C1325-FF5F-405A-A92E-CDA5E131E78D
STFC,University of Glasgow,PP/C001257/1,Fellowship,Bates,Alison,,First Measurement of the CKM Triangle Angle gamma at LHCb,01/11/2005,31/10/2011,142703,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,1979B92D-6C6A-4C4A-85F4-E0A150E247A8,1F1C2975-D911-44DD-9A4F-EB79BE3064AB,http://gtr.rcuk.ac.uk:80/project/1F1C2975-D911-44DD-9A4F-EB79BE3064AB
STFC,University of Nottingham,ST/G001871/1,Research Grant,Dunne,Loretta,,"The Herschel ATLAS: Dust and galaxy evolution, near and far.",25/05/2009,31/03/2011,267068,,D7F4F462-0518-4784-908A-D12633C139B3,936D002F-A8D1-4A93-AE5D-825ED0903D8D,D66B6FF2-5280-445B-8938-177EAEDC4EA5,07D01591-EA0D-49BF-8FD3-DE2A0B22795F,http://gtr.rcuk.ac.uk:80/project/07D01591-EA0D-49BF-8FD3-DE2A0B22795F
STFC,University of Leeds,PP/E001645/1,Research Grant,Hinton,James,Anthony,Extreme Environment Astrophysics with H.E.S.S. Phase I 2007-2010,18/03/2008,17/01/2010,11100,,D7F4F462-0518-4784-908A-D12633C139B3,65E7B3BB-0570-4F2A-9415-C7D336AA6477,EB0BA065-5A8F-47C1-B355-C4E630047B8D,E42E1D12-AAC9-4C82-B739-D1E44B07F764,http://gtr.rcuk.ac.uk:80/project/E42E1D12-AAC9-4C82-B739-D1E44B07F764
STFC,University of York,ST/M006433/1,Research Grant,Wadsworth,Robert,,Nuclear Physics Theory,01/06/2015,31/12/2018,498542,,D7F4F462-0518-4784-908A-D12633C139B3,4C8B6E93-01E5-4C35-B017-762AA513CEC9,765A93EE-DB79-4DF3-A57B-DBCDCEE1BEB6,E62A1A9B-BB30-4C24-82A2-D522E5A6A608,http://gtr.rcuk.ac.uk:80/project/E62A1A9B-BB30-4C24-82A2-D522E5A6A608
STFC,Durham University,ST/K003267/1,Research Grant,Frenks,Carlos,,Durham DiRAC-2 petascale facility support,01/05/2012,31/01/2016,359670,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,51399B80-6101-4DD2-BE2D-94625C75C707,18655311-0FF2-4876-8245-067E3059E571,http://gtr.rcuk.ac.uk:80/project/18655311-0FF2-4876-8245-067E3059E571
STFC,University of Glasgow,ST/L006200/1,Research Grant,Fletcher,Lyndsay,,Detector Development for the Advanced Technology Solar Telescope,01/06/2014,31/05/2018,42129,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,6CC4A3A6-D7B3-4D96-9194-CA4A4EF8A072,0AB8FA85-08E4-49AF-9519-06152591615D,http://gtr.rcuk.ac.uk:80/project/0AB8FA85-08E4-49AF-9519-06152591615D
STFC,University of Liverpool,ST/K000691/1,Research Grant,Bowcock,Themistocles,,PPGP Experiment,13/03/2012,12/05/2012,24561,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,2A1CB556-D03D-4290-A8CE-424F599C00E1,2AD6334D-4BA9-4A73-AF1F-01CE5F8F1074,http://gtr.rcuk.ac.uk:80/project/2AD6334D-4BA9-4A73-AF1F-01CE5F8F1074
STFC,University of Glasgow,PP/E003346/1,Research Grant,Soler,Paul,,Proposal for UK participation in Phase II of the International Muon Ionisation Cooling Experiment,01/11/2007,31/12/2010,52824,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,188765CC-0222-4BF0-9553-11F977402992,402AD043-276C-45CA-B906-060B3A6CAC30,http://gtr.rcuk.ac.uk:80/project/402AD043-276C-45CA-B906-060B3A6CAC30
STFC,University of Bristol,PP/D001595/1,Research Grant,Worrall,Diana,Mary,Dynamics of X-ray Emitting Gas: Studies for a New Generation X-ray Observatory,01/01/2007,31/12/2009,5062,,D7F4F462-0518-4784-908A-D12633C139B3,FD94FDDE-5BBC-4E12-911F-0B70DBCFA743,E41245AB-D53C-4237-8C8F-F29500243936,2E66798A-CF61-4773-9C96-02BD8C848534,http://gtr.rcuk.ac.uk:80/project/2E66798A-CF61-4773-9C96-02BD8C848534
STFC,Queen's University of Belfast,PP/D508212/1,Research Grant,Smartt,Stephen,,The lives of massive stars from birth to supernovae,01/01/2006,31/12/2010,573385,,D7F4F462-0518-4784-908A-D12633C139B3,6DF12A24-BEFF-40FA-9A8E-D79B6BFDF346,C5B1BF32-38CB-4CCB-995D-7B242938A169,2F854FEA-C7FF-42BF-AC06-03284D212165,http://gtr.rcuk.ac.uk:80/project/2F854FEA-C7FF-42BF-AC06-03284D212165
STFC,University of Edinburgh,EP/D032288/1,Research Grant,Murphy,Alexander,,Determination of Key Nuclear Reaction Rates Governing 44Ti Production in Core Collapse Supernovae,28/04/2006,27/01/2009,127847,,D7F4F462-0518-4784-908A-D12633C139B3,F0F2AC58-F3D5-4F25-8E51-6AF679C5EBFA,BAD19D7E-1019-439C-8F23-FE24503D5B27,90580D78-1AEE-46D6-B27F-0273991AF37A,http://gtr.rcuk.ac.uk:80/project/90580D78-1AEE-46D6-B27F-0273991AF37A
STFC,Nottingham Trent University,ST/J500057/1,Research Grant,Brown,Daniel,,Astronomy in the Park - Landscape and Skyscape,31/08/2011,30/01/2012,6000,,D7F4F462-0518-4784-908A-D12633C139B3,1529782F-9068-4364-888E-46E4FC4881F5,AA935F12-0FBD-4912-821A-C08F5855F7F0,ADEC67E2-6A57-4EC1-8923-05F8BADC247B,http://gtr.rcuk.ac.uk:80/project/ADEC67E2-6A57-4EC1-8923-05F8BADC247B
STFC,"Royal Holloway, University of London",ST/L001101/1,Research Grant,Teixeira-Dias,Pedro,,ATLAS upgrade 2012 - Trigger/DAQ L1TT (WP8) resources at RHUL,01/04/2013,31/03/2014,40702,,D7F4F462-0518-4784-908A-D12633C139B3,7A0397DD-E0C6-4EA3-8031-B841D2503C4D,A1B0D1A4-2343-44D2-A28E-23317D75D9A3,BEA763E8-BD32-447B-9961-02DFD334E236,http://gtr.rcuk.ac.uk:80/project/BEA763E8-BD32-447B-9961-02DFD334E236
STFC,University of Glasgow,EP/E033652/1,Research Grant,Seitz,Bjoern,,Design of a DIRC Particle Identification Detector for the PANDA Experiment at FAIR,23/04/2007,22/04/2009,191844,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,0317C48F-1FEE-4C78-8E10-076A9A00356C,B8CB9BF2-5A07-4AB6-8940-04E902D3FFC6,http://gtr.rcuk.ac.uk:80/project/B8CB9BF2-5A07-4AB6-8940-04E902D3FFC6
STFC,University of Glasgow,ST/L001640/1,Research Grant,Crawford,Rebecca,,Three Minute Learning - an online story library and interactive resource that uses proven pedagogies to improve understanding of STFC research,01/07/2013,30/06/2014,9987,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,90861D26-1803-46EB-8B12-55D03D3D47E7,E6F17F40-78DE-4547-B5F3-018460C45A23,http://gtr.rcuk.ac.uk:80/project/E6F17F40-78DE-4547-B5F3-018460C45A23
STFC,Queen's University of Belfast,ST/M007766/1,Research Grant,Millar,Tom,,Atomic and Molecular Data Services for Astrophysics - QUB Element,31/12/2014,30/09/2015,47828,,D7F4F462-0518-4784-908A-D12633C139B3,6DF12A24-BEFF-40FA-9A8E-D79B6BFDF346,654BEF1B-1B68-4CB8-AD7E-F294F3FF078B,D17366C3-3EB0-402A-8224-012D4770C01F,http://gtr.rcuk.ac.uk:80/project/D17366C3-3EB0-402A-8224-012D4770C01F
STFC,University of Liverpool,EP/E004385/1,Research Grant,Page,Robert,,Decay Spectroscopy of Exotic Nuclei at FAIR,01/01/2007,28/02/2011,558013,,D7F4F462-0518-4784-908A-D12633C139B3,A0A585E0-6B0D-4643-A3A6-47943B4CBFEF,7F841AE9-441F-4A7B-B3B6-5123D16F7016,84B39FFF-00F5-45ED-A4D5-0404CAD0D67F,http://gtr.rcuk.ac.uk:80/project/84B39FFF-00F5-45ED-A4D5-0404CAD0D67F
STFC,University of Bath,ST/J50015X/1,Research Grant,Wilson,Charles,Crichton,The Molecular Odyssey - a journey through molecular assembly,27/10/2011,26/04/2013,3500,,D7F4F462-0518-4784-908A-D12633C139B3,EAAD4D43-BD15-432B-9385-2DBD0C65958D,05E079FC-4A71-478A-8432-A53536B5E053,F347D9C3-F7D9-41AD-8FDD-041D192AEC49,http://gtr.rcuk.ac.uk:80/project/F347D9C3-F7D9-41AD-8FDD-041D192AEC49
STFC,University College London,ST/J004758/1,Research Grant,Fazakerley,Andrew,Neil,Cluster PEACE Post-Launch Support Continuation,01/01/2011,31/12/2012,597373,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,BADE540A-C576-4AF3-A0FB-30863FA12B79,3335E014-EB97-4D69-8E68-0B18501E7CC8,http://gtr.rcuk.ac.uk:80/project/3335E014-EB97-4D69-8E68-0B18501E7CC8
STFC,University of Oxford,ST/H003592/1,Research Grant,Calcutt,Simon,,Technology Development for Space Applications,01/07/2009,30/06/2010,160286,,D7F4F462-0518-4784-908A-D12633C139B3,3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9,F6DB1CCB-4D9E-4414-B08D-7A09D8EA26A6,24E6F986-CD3C-4339-981E-098F24C187BE,http://gtr.rcuk.ac.uk:80/project/24E6F986-CD3C-4339-981E-098F24C187BE
STFC,University of York,ST/H004351/1,Research Grant,Laird,Alison,,"A direct measurement of the 17O(a,g) 21Ne cross section",31/10/2009,30/04/2010,6396,,D7F4F462-0518-4784-908A-D12633C139B3,4C8B6E93-01E5-4C35-B017-762AA513CEC9,9EFD9BC8-26E8-470E-99EA-9E5C9CBCDAA4,1D90193D-5F62-42F6-8AC3-0B8C6A58D367,http://gtr.rcuk.ac.uk:80/project/1D90193D-5F62-42F6-8AC3-0B8C6A58D367
STFC,University of Portsmouth,ST/N000013/1,Research Grant,Percival,William James,,DESI: The Dark Energy Spectroscopic Instrument,01/01/2015,31/03/2015,504050,,D7F4F462-0518-4784-908A-D12633C139B3,955C55E8-783E-4842-BB2C-2D275A3CAF82,10DBD492-A202-4C80-B159-618899DA70EF,6C1A17F5-7058-4F4B-8778-0AF45DBA03AA,http://gtr.rcuk.ac.uk:80/project/6C1A17F5-7058-4F4B-8778-0AF45DBA03AA
STFC,Durham University,ST/H008519/1,Research Grant,Frenks,Carlos,,The Virgo consortium for cosmological supercomputer simulations,01/11/2009,31/07/2013,1581240,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,51399B80-6101-4DD2-BE2D-94625C75C707,FC7B2979-45CF-410E-A0AE-046270705F72,http://gtr.rcuk.ac.uk:80/project/FC7B2979-45CF-410E-A0AE-046270705F72
STFC,The University of Manchester,ST/K002813/1,Research Grant,Soldner-Rembold,Stefan,,SuperNEMO Commissioning and Sensitivity Demonstration,01/04/2013,31/12/2016,195785,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,A0B95F21-37DF-4B88-84CD-091248E3E24D,2D9E60C5-2A0F-41D0-A5C0-0A9B32E75A7D,http://gtr.rcuk.ac.uk:80/project/2D9E60C5-2A0F-41D0-A5C0-0A9B32E75A7D
STFC,The University of Manchester,ST/I000828/1,Research Grant,Browning,Philippa,,Generation of high energy particles in solar flares - towards realistic models,01/10/2011,31/03/2014,372579,,D7F4F462-0518-4784-908A-D12633C139B3,E5AFE7E4-FF5D-4FF1-B50B-E04A6DF7D791,E2F4D3F6-E5AC-4674-8EE0-E3601347AACD,1169AF03-5FEB-40FD-947D-07F7C0934324,http://gtr.rcuk.ac.uk:80/project/1169AF03-5FEB-40FD-947D-07F7C0934324
STFC,University of Leicester,ST/F010737/1,Fellowship,Koch,Andreas,,Near-field cosmology - tagging the lowest-mass galaxies,01/12/2008,30/11/2011,237611,,D7F4F462-0518-4784-908A-D12633C139B3,C842A34F-18F7-454D-A259-FED802368496,C21DFD48-8DB7-4ADF-88C3-50482E1B0343,599DC204-63C5-496E-B34C-094C7F628AEC,http://gtr.rcuk.ac.uk:80/project/599DC204-63C5-496E-B34C-094C7F628AEC
STFC,University of York,ST/J000124/1,Research Grant,Wadsworth,Robert,,Nuclear Physics consolidated grant,01/08/2011,31/07/2015,1127930,,D7F4F462-0518-4784-908A-D12633C139B3,4C8B6E93-01E5-4C35-B017-762AA513CEC9,765A93EE-DB79-4DF3-A57B-DBCDCEE1BEB6,2A425F92-30FF-41E3-B91F-095EF44F3647,http://gtr.rcuk.ac.uk:80/project/2A425F92-30FF-41E3-B91F-095EF44F3647
STFC,University of York,ST/G006512/1,Research Grant,Jenkins,David,Gareth,Inelastic proton scattering of 21Na in inverse kinematics,17/12/2008,16/03/2009,2320,,D7F4F462-0518-4784-908A-D12633C139B3,4C8B6E93-01E5-4C35-B017-762AA513CEC9,CC308287-408B-44DE-8F6E-411B5CB01895,B52ADB22-DB28-4C11-A362-0D3B0BD386AA,http://gtr.rcuk.ac.uk:80/project/B52ADB22-DB28-4C11-A362-0D3B0BD386AA
STFC,University of Glasgow,ST/H001077/2,Research Grant,Doyle,Anthony,,Experimental Particle Physics,01/10/2010,30/09/2012,3270630,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,BAB95B5E-CAB4-42FF-9C6F-D1FF9910F5E2,EC9EA38F-C8D8-4CE7-B3CD-0BACFF4C2D6F,http://gtr.rcuk.ac.uk:80/project/EC9EA38F-C8D8-4CE7-B3CD-0BACFF4C2D6F
STFC,University of Warwick,ST/M005461/1,Research Grant,Pollacco,Don,,Warwick PLATO-UK UKSA proposal,01/07/2014,31/01/2016,209750,,D7F4F462-0518-4784-908A-D12633C139B3,B6FB652A-60C3-48DD-9A33-075D1F759B48,1D92F2D4-C731-4CCF-81CB-EE052D27D8F9,C5C03578-68A4-4A03-A5E5-098829A756BC,http://gtr.rcuk.ac.uk:80/project/C5C03578-68A4-4A03-A5E5-098829A756BC
STFC,University College London,PP/E000452/1,Research Grant,Lancaster,Mark,Andrew,Experimental High Energy Particle Physics Research at UCL,01/10/2006,30/09/2009,5724080,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,DD0052C8-989A-4DBB-A125-A7E2EFDD9DB1,D538D898-5BB1-41B2-8A02-09A52FA82638,http://gtr.rcuk.ac.uk:80/project/D538D898-5BB1-41B2-8A02-09A52FA82638
STFC,University of Glasgow,PP/D003199/1,Fellowship,Robson,Aidan,,Precision Measurements of the Standard Model and Searches for New Physics at CDF and ATLAS,01/03/2007,28/02/2010,255248,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,127C9E80-3595-4285-930C-5BBE9422839E,E0165310-0AD9-4AAB-97C7-0A6DA1E4C01A,http://gtr.rcuk.ac.uk:80/project/E0165310-0AD9-4AAB-97C7-0A6DA1E4C01A
STFC,Durham University,PP/E007651/1,Research Grant,Myers,Richard,Michael,DU-GALL: Durham University - Generalised AO Laser Laboratory,01/04/2007,30/09/2010,757544,,D7F4F462-0518-4784-908A-D12633C139B3,46B41008-0EB4-4E28-BBFB-E98366999EC5,F01B4789-EC7C-48EE-8252-2DDA0B7CF943,E1845B91-356B-466D-9D1B-09E299EC3FB8,http://gtr.rcuk.ac.uk:80/project/E1845B91-356B-466D-9D1B-09E299EC3FB8
STFC,University of Sussex,ST/K000640/1,Research Grant,De Santo,Antonella,,PPGP (Experiment),01/02/2012,31/03/2012,9077,,D7F4F462-0518-4784-908A-D12633C139B3,A8967420-49D3-4509-9912-25FB3EC75B74,A8AA4055-B688-4360-AC7A-CEBA758F6A2B,4047F1EC-E5D7-40FB-B3DB-0ECB661C6631,http://gtr.rcuk.ac.uk:80/project/4047F1EC-E5D7-40FB-B3DB-0ECB661C6631
STFC,University of Glasgow,ST/M004805/1,Research Grant,Britton,David,,GridPP4+ Glasgow Staff Grant,01/04/2015,31/03/2016,491753,,D7F4F462-0518-4784-908A-D12633C139B3,D949B0B2-08E0-4BFC-963B-5E378E92BDDA,54E093C8-D0FE-49A9-95E7-730CE2C674DE,55E3779A-0203-481A-8824-0FABCEB3240A,http://gtr.rcuk.ac.uk:80/project/55E3779A-0203-481A-8824-0FABCEB3240A
STFC,University of the West of Scotland,PP/F001010/1,Research Grant,Chapman,Robert,,Single-particle structure and shell evolution in light neutron-rich nuclei,11/09/2007,10/03/2010,144876,,D7F4F462-0518-4784-908A-D12633C139B3,6786BBB0-D64D-4D47-B725-7AD417D4ED4F,57EF8580-FBE3-4B31-A63B-83F53DFB4F96,877B1F1B-1214-436E-9F77-0F0006FD7191,http://gtr.rcuk.ac.uk:80/project/877B1F1B-1214-436E-9F77-0F0006FD7191
STFC,University College London,PP/C501992/1,Research Grant,Vocadlo,Lidunka,,The properties of planetary-forming materials and the evolution of the icy moons,01/09/2005,31/05/2009,238512,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,6E5028C8-BCEB-47C6-88CF-A77032DB8336,8ABD0B1E-8580-4CB2-BAC2-0F33CF0ED033,http://gtr.rcuk.ac.uk:80/project/8ABD0B1E-8580-4CB2-BAC2-0F33CF0ED033
STFC,University of Sheffield,ST/H001050/1,Research Grant,Booth,Christopher,Neal,Proposal for UK participation in Phase II of the International Muon Ionisation Cooling Experiment and request for resources to exploit the experiment,01/10/2008,31/03/2013,387744,,D7F4F462-0518-4784-908A-D12633C139B3,03D8AFBB-3EA5-4885-B036-BD4F9F4F9849,E5F1503E-503B-42D8-98A0-188CF226A1B8,56E5CB15-E502-4760-8B42-1299ED84EF05,http://gtr.rcuk.ac.uk:80/project/56E5CB15-E502-4760-8B42-1299ED84EF05
STFC,University College London,ST/I000879/1,Research Grant,Lahav,Ofer,,Cosmology from Surveys,01/04/2011,31/03/2012,468087,,D7F4F462-0518-4784-908A-D12633C139B3,3A5E126D-C175-4730-9B7B-E6D8CF447F83,6DD64232-0BC1-4453-868C-420F11A04A12,8E54C705-AA84-4F45-B676-125B967E6830,http://gtr.rcuk.ac.uk:80/project/8E54C705-AA84-4F45-B676-125B967E6830
